Toy Doll;https://static.wikia.nocookie.net/love-live/images/c/c1/12.Toy_Doll.ogg/revision/latest?cb=20211128060100
Ye Mingzhu;https://static.wikia.nocookie.net/love-live/images/8/8b/13.Ye_Mingzhu.ogg/revision/latest?cb=20211128060126
Namida;https://static.wikia.nocookie.net/love-live/images/3/3e/15_Namida%C3%97.ogg/revision/latest?cb=20211011101959
AR;https://static.wikia.nocookie.net/love-live/images/1/10/1STAR.ogg/revision/latest?cb=20211231105904
A-NO-NE-GA-N-BA-RE!;https://static.wikia.nocookie.net/love-live/images/3/31/A-NO-NE-GA-N-BA-RE%21.ogg/revision/latest?cb=20141217132822
ALL FOR ONE;https://static.wikia.nocookie.net/love-live/images/4/46/ALL_FOR_ONE.ogg/revision/latest?cb=20180223150030
A song for You! You? You!!;https://static.wikia.nocookie.net/love-live/images/3/36/A_song_for_You%21_You%3F_You%21%21.ogg/revision/latest?cb=20200324165845
Abunai!? InMaiDormu Part 1;https://static.wikia.nocookie.net/love-live/images/2/2f/Abunai%21%3F_In%E3%83%BBMai%E3%83%BBDor%C4%ABmu_Part_1.ogg/revision/latest?cb=20151030180357
Abunai!? InMaiDormu Part 2;https://static.wikia.nocookie.net/love-live/images/6/6a/Abunai%21%3F_In%E3%83%BBMai%E3%83%BBDor%C4%ABmu_Part_2.ogg/revision/latest?cb=20151030180358
After School NAVIGATORS;https://static.wikia.nocookie.net/love-live/images/3/3f/After_School_NAVIGATORS.ogg/revision/latest?cb=20131215015210
After The Rain;https://static.wikia.nocookie.net/love-live/images/0/0c/After_The_Rain.ogg/revision/latest?cb=20200818134150
Ai Wa Taiyou Ja Nai?;https://static.wikia.nocookie.net/love-live/images/d/de/Ai_Wa_Taiyou_Ja_Nai%3F.ogg/revision/latest?cb=20150201151012
Aion no Uta;https://static.wikia.nocookie.net/love-live/images/5/52/Aion_no_Uta.ogg/revision/latest?cb=20200901152304
Aishiteru Banzai!;https://static.wikia.nocookie.net/love-live/images/9/96/Aishiteru_Banzai%21.ogg/revision/latest?cb=20170426221849
Aki no Anata no Sora Tooku;https://static.wikia.nocookie.net/love-live/images/0/04/Aki_no_Anata_no_Sora_Tooku.ogg/revision/latest?cb=20141122094643
Akogare Ranraran;https://static.wikia.nocookie.net/love-live/images/7/78/Akogare_Ranraran.ogg/revision/latest?cb=20210327192821
Akushon!;https://static.wikia.nocookie.net/love-live/images/9/9c/Akushon%21.ogg/revision/latest?cb=20180104173722
Amamoyou no riguretto;https://static.wikia.nocookie.net/love-live/images/1/17/Amamoyou_no_riguretto.ogg/revision/latest?cb=20180104173930
Amazing Travel DNA;https://static.wikia.nocookie.net/love-live/images/9/9f/Amazing_Travel_DNA.ogg/revision/latest?cb=20191210144353
Ame no Hi no Renshuu wa;https://static.wikia.nocookie.net/love-live/images/d/df/Ame_no_Hi_no_Renshuu_wa.ogg/revision/latest?cb=20151030164011
Analog Heart;https://static.wikia.nocookie.net/love-live/images/d/d5/Analog_Heart.ogg/revision/latest?cb=20200901170504
Anata no Moto e;https://static.wikia.nocookie.net/love-live/images/e/e9/Anata_no_Moto_e.ogg/revision/latest?cb=20151030174022
Anata no Risou no Heroine;https://static.wikia.nocookie.net/love-live/images/5/5f/Anata_no_Risou_no_Heroine.ogg/revision/latest?cb=20181120145833
Anata to Kurisumasu -Eli Ayase-;https://static.wikia.nocookie.net/love-live/images/2/24/Anata_to_Kurisumasu_-Eli_Ayase-.ogg/revision/latest?cb=20151030181630
Anata to Kurisumasu -Hanayo Koizumi-;https://static.wikia.nocookie.net/love-live/images/4/4d/Anata_to_Kurisumasu_-Hanayo_Koizumi-.ogg/revision/latest?cb=20151030181630
Anata to Kurisumasu -Honoka Kosaka-;https://static.wikia.nocookie.net/love-live/images/7/77/Anata_to_Kurisumasu_-Honoka_Kosaka-.ogg/revision/latest?cb=20151030181631
Anata to Kurisumasu -Kotori Minami-;https://static.wikia.nocookie.net/love-live/images/3/35/Anata_to_Kurisumasu_-Kotori_Minami-.ogg/revision/latest?cb=20151030181631
Anata to Kurisumasu -Maki Nishikino-;https://static.wikia.nocookie.net/love-live/images/5/5b/Anata_to_Kurisumasu_-Maki_Nishikino-.ogg/revision/latest?cb=20151030181631
